model,iteration,hyperparameters,target,tp_c,tn_c,fp_c,fn_c,n_instances_c,n_positives_c,n_negatives_c,tp_cw,tn_cw,fp_cw,fn_cw,n_instances_cw,n_positives_cw,n_negatives_cw,precision_c,recall_c,f1_c,accuracy_c,precision_cw,recall_cw,f1_cw,accuracy_cw,auc_c,auc_cw,diff_precision,diff_recall,diff_f1,diff_accuracy,diff_auc,experiment,use_smote
SVC,overall,"{'C': 0.1, 'degree': 2, 'random_state': 42, 'kernel': 'rbf'}",PBU,309,0,135,0,444,309,135,309,0,135,0,444,309,135,0.6959459459459459,1.0,0.8207171314741035,0.6959459459459459,0.6959459459459459,1.0,0.8207171314741035,0.6959459459459459,0.5,0.5,0.0,0.0,0.0,0.0,0.0,exp5-PBU-feature-set1-NO-SMOTE,False
SVC,overall,"{'C': 10, 'kernel': 'poly', 'degree': 4, 'random_state': 42}",PBU,306,5,130,3,444,309,135,306,5,130,3,444,309,135,0.7018348623853211,0.9902912621359224,0.821476510067114,0.7004504504504504,0.7018348623853211,0.9902912621359224,0.821476510067114,0.7004504504504504,0.5136269267681219,0.5136269267681219,0.0,0.0,0.0,0.0,0.0,exp5-PBU-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'n_neighbors': 13, 'metric': 'manhattan', 'weights': 'uniform'}",PBU,292,10,125,17,444,309,135,293,7,128,16,444,309,135,0.7002398081534772,0.9449838187702264,0.8044077134986225,0.6801801801801802,0.6959619952494062,0.948220064724919,0.8027397260273972,0.6756756756756757,0.5094854770158842,0.4999872691305795,-0.004277812904071,0.0032362459546925,-0.0016679874712253,-0.0045045045045045,-0.0094982078853046,exp5-PBU-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'}",PBU,294,9,126,15,444,309,135,294,7,128,15,444,309,135,0.7,0.9514563106796116,0.8065843621399177,0.6824324324324325,0.6966824644549763,0.9514563106796116,0.8043775649794802,0.6779279279279279,0.5090075797637934,0.5016001723563861,-0.0033175355450236,0.0,-0.0022067971604374,-0.0045045045045045,-0.0074074074074073,exp5-PBU-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'n_neighbors': 9, 'metric': 'manhattan', 'weights': 'uniform'}",PBU,275,11,124,34,444,309,135,273,11,124,36,444,309,135,0.6892230576441103,0.889967637540453,0.7768361581920904,0.6441441441441441,0.6876574307304786,0.883495145631068,0.7733711048158641,0.6396396396396397,0.4857698258808782,0.4825440194292653,-0.0015656269136317,-0.006472491909385,-0.0034650533762262,-0.0045045045045044,-0.0032258064516129,exp5-PBU-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'n_neighbors': 15, 'metric': 'manhattan', 'weights': 'uniform'}",PBU,300,6,129,9,444,309,135,301,3,132,8,444,309,135,0.6993006993006993,0.970873786407767,0.8130081300813008,0.6891891891891891,0.6951501154734411,0.9741100323624596,0.8113207547169811,0.6846846846846847,0.5076267700804983,0.4981285621951937,-0.0041505838272581,0.0032362459546925,-0.0016873753643197,-0.0045045045045044,-0.0094982078853045,exp5-PBU-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'metric': 'euclidean', 'n_neighbors': 15, 'weights': 'uniform'}",PBU,304,5,130,5,444,309,135,304,3,132,5,444,309,135,0.7004608294930875,0.9838187702265372,0.8183041722745625,0.6959459459459459,0.6972477064220184,0.9838187702265372,0.8161073825503355,0.6914414414414415,0.5103746792800203,0.502967271872613,-0.0032131230710691,0.0,-0.0021967897242269,-0.0045045045045044,-0.0074074074074073,exp5-PBU-feature-set1-NO-SMOTE,False
knn_classifier,overall,"{'n_neighbors': 11, 'metric': 'euclidean', 'weights': 'uniform'}",PBU,292,9,126,17,444,309,135,292,9,126,17,444,309,135,0.6985645933014354,0.9449838187702264,0.8033012379642366,0.6779279279279279,0.6985645933014354,0.9449838187702264,0.8033012379642366,0.6779279279279279,0.5058346553851578,0.5058346553851578,0.0,0.0,0.0,0.0,0.0,exp5-PBU-feature-set1-NO-SMOTE,False
logistic_regression,overall,"{'C': 0.01, 'solver': 'liblinear', 'penalty': 'l2', 'random_state': 42}",PBU,297,23,112,12,444,309,135,297,23,112,12,444,309,135,0.726161369193154,0.9611650485436892,0.8272980501392757,0.7207207207207207,0.726161369193154,0.9611650485436892,0.8272980501392757,0.7207207207207207,0.5657245823295532,0.5657245823295532,0.0,0.0,0.0,0.0,0.0,exp5-PBU-feature-set1-NO-SMOTE,False
logistic_regression,overall,"{'C': 0.01, 'penalty': 'l1', 'solver': 'saga', 'random_state': 42}",PBU,309,0,135,0,444,309,135,309,0,135,0,444,309,135,0.6959459459459459,1.0,0.8207171314741035,0.6959459459459459,0.6959459459459459,1.0,0.8207171314741035,0.6959459459459459,0.5,0.5,0.0,0.0,0.0,0.0,0.0,exp5-PBU-feature-set1-NO-SMOTE,False
logistic_regression,overall,"{'penalty': 'l1', 'C': 100000000.0, 'solver': 'liblinear', 'random_state': 42}",PBU,290,21,114,19,444,309,135,290,21,114,19,444,309,135,0.7178217821782178,0.9385113268608414,0.8134642356241233,0.7004504504504504,0.7178217821782178,0.9385113268608414,0.8134642356241233,0.7004504504504504,0.5470004113050121,0.5470004113050121,0.0,0.0,0.0,0.0,0.0,exp5-PBU-feature-set1-NO-SMOTE,False
logistic_regression,overall,"{'solver': 'liblinear', 'C': 1, 'penalty': 'l2', 'random_state': 42}",PBU,299,15,120,10,444,309,135,300,14,121,9,444,309,135,0.7136038186157518,0.9676375404530744,0.8214285714285715,0.7072072072072072,0.7125890736342043,0.970873786407767,0.8219178082191781,0.7072072072072072,0.5393736412245137,0.5372828407466165,-0.0010147449815475,0.0032362459546925,0.0004892367906066,0.0,-0.0020908004778972,exp5-PBU-feature-set1-NO-SMOTE,False
logistic_regression,overall,"{'solver': 'liblinear', 'penalty': 'l1', 'C': 1, 'random_state': 42}",PBU,299,15,120,10,444,309,135,299,15,120,10,444,309,135,0.7136038186157518,0.9676375404530744,0.8214285714285715,0.7072072072072072,0.7136038186157518,0.9676375404530744,0.8214285714285715,0.7072072072072072,0.5393736412245137,0.5393736412245137,0.0,0.0,0.0,0.0,0.0,exp5-PBU-feature-set1-NO-SMOTE,False
randomForest_classifier,overall,"{'min_samples_split': 15, 'min_samples_leaf': 4, 'bootstrap': True, 'random_state': 42, 'max_depth': 5, 'max_features': 0.1, 'n_estimators': 100}",PBU,294,20,115,15,444,309,135,291,20,115,18,444,309,135,0.7188264058679706,0.9514563106796116,0.8189415041782729,0.7072072072072072,0.7167487684729064,0.941747572815534,0.813986013986014,0.7004504504504504,0.549748320504534,0.5449096108271148,-0.0020776373950642,-0.0097087378640776,-0.0049554901922589,-0.0067567567567567,-0.0048387096774192,exp5-PBU-feature-set1-NO-SMOTE,False
randomForest_classifier,overall,"{'min_samples_split': 2, 'bootstrap': True, 'random_state': 42, 'max_depth': 5, 'max_features': 0.1, 'n_estimators': 10, 'min_samples_leaf': 5}",PBU,290,10,125,19,444,309,135,288,11,124,21,444,309,135,0.6987951807228916,0.9385113268608414,0.8011049723756906,0.6756756756756757,0.6990291262135923,0.9320388349514565,0.7988904299583911,0.6734234234234234,0.5062332295277827,0.506737567816362,0.0002339454907006,-0.006472491909385,-0.0022145424172994,-0.0022522522522522,0.0005043382885793,exp5-PBU-feature-set1-NO-SMOTE,False
randomForest_classifier,overall,"{'min_samples_split': 15, 'bootstrap': True, 'random_state': 42, 'max_depth': 5, 'min_samples_leaf': 2, 'max_features': 0.1, 'n_estimators': 100}",PBU,291,20,115,18,444,309,135,287,20,115,22,444,309,135,0.7167487684729064,0.941747572815534,0.813986013986014,0.7004504504504504,0.7139303482587065,0.9288025889967636,0.8073136427566807,0.6914414414414415,0.5449096108271148,0.5384579979238889,-0.0028184202141998,-0.0129449838187702,-0.0066723712293332,-0.0090090090090089,-0.0064516129032258,exp5-PBU-feature-set1-NO-SMOTE,False
randomForest_classifier,overall,"{'min_samples_split': 15, 'min_samples_leaf': 1, 'bootstrap': True, 'n_estimators': 50, 'random_state': 42, 'max_depth': 5, 'max_features': 0.1}",PBU,291,20,115,18,444,309,135,288,15,120,21,444,309,135,0.7167487684729064,0.941747572815534,0.813986013986014,0.7004504504504504,0.7058823529411765,0.9320388349514565,0.803347280334728,0.6824324324324325,0.5449096108271148,0.521552382631177,-0.0108664155317298,-0.0097087378640776,-0.0106387336512859,-0.0180180180180179,-0.0233572281959377,exp5-PBU-feature-set1-NO-SMOTE,False
